"UC_0773"	"NN_0141"	"NN_0155"	"UC_0854"	"UC_0387"	"UC_0366"	"UC_0703"	"UC_0288"	"UC_0912"	"UC_0895"	"NN_0809"	"NN_0681"	"NN_0762"	"NN_0643"	"UC_0297"	"NN_0477"	"NN_0504"	"NN_0662"	"UC_0765"	"UC_0524"	"UC_0423"	"UC_0426"	"UC_0157"	"UC_0508"	"UC_0813"	"UC_0994"
"chr18.52367084"	13	10	14	12	6	10	7	23	5	11	14	16	16	7	0	16	20	39	12	16	15	10	8	5	7	8
"chr18.52367085"	13	38	12	42	11	13	15	40	6	18	26	52	34	25	10	36	52	62	35	30	23	15	16	22	20	14
"chr18.52367089"	14	11	15	12	6	10	7	20	4	9	16	15	15	4	0	17	22	46	12	14	16	8	7	6	7	8
"chr18.52367090"	11	32	11	33	11	15	16	41	6	17	21	46	34	25	10	35	36	65	39	26	24	14	12	20	21	15
"chr18.52367092"	12	10	15	13	5	10	5	21	4	10	19	15	19	8	0	17	22	46	12	14	17	11	10	5	7	8
"chr18.52367093"	17	30	10	33	12	14	16	42	8	17	19	41	30	27	12	28	23	62	35	27	22	13	9	23	23	13
"chr18.52367144"	9	13	5	11	5	5	6	20	2	6	18	13	22	6	7	17	9	33	5	10	8	7	11	2	3	5
"chr18.52367145"	9	13	7	15	2	6	9	16	4	15	17	25	19	11	7	28	20	32	13	16	15	15	8	13	15	10
"chr18.52367167"	9	12	13	14	8	9	8	26	5	9	16	26	19	6	9	17	10	27	8	18	8	7	17	7	5	3
"chr18.52367168"	9	14	7	19	0	8	6	23	5	8	16	28	18	9	9	22	22	40	14	16	22	17	9	17	10	11
"chr18.52367186"	11	10	11	19	13	13	4	29	5	12	13	20	20	5	10	9	9	30	12	22	4	6	11	7	4	2
"chr18.52367187"	7	9	6	16	0	0	6	24	8	11	12	28	21	7	7	18	11	32	20	12	16	9	9	15	9	7
"chr18.52367201"	15	4	17	25	12	9	3	33	6	10	21	25	19	6	13	19	14	26	10	21	8	0	18	7	4	5
"chr18.52367202"	5	5	8	15	0	0	0	25	7	6	7	23	21	6	9	20	14	40	21	20	16	9	4	8	8	4
"chr18.52367208"	16	6	14	26	10	10	8	36	5	17	23	24	19	8	14	21	15	28	15	20	8	0	19	10	5	4
"chr18.52367209"	5	0	8	14	4	0	7	23	9	8	7	18	17	7	8	18	12	32	19	12	16	11	0	16	0	3
"chr18.52367219"	16	7	11	20	7	10	6	34	5	17	22	18	17	8	13	20	9	27	15	18	10	0	15	10	4	5
"chr18.52367220"	4	0	8	13	5	0	6	22	8	5	5	17	21	5	12	18	12	30	14	8	13	10	0	15	0	0
"chr18.52367227"	18	8	12	21	5	9	7	38	5	18	23	18	15	9	13	22	9	23	15	19	9	6	9	9	5	6
"chr18.52367228"	6	0	8	11	7	3	8	20	8	4	5	15	19	0	10	15	12	26	17	11	13	6	0	10	0	0
"chr18.52367244"	14	5	6	17	5	7	8	34	5	15	19	17	14	9	11	17	8	20	10	17	7	5	10	9	0	0
"chr18.52367253"	14	0	7	15	4	8	9	32	5	11	17	23	12	9	11	17	14	16	13	15	9	5	11	7	0	5
"chr18.52367257"	13	0	0	15	0	9	7	30	0	6	19	23	8	6	7	17	15	14	11	8	10	5	11	8	0	5
"chr18.52367265"	12	0	5	12	0	5	7	23	0	5	16	15	6	0	6	10	14	10	7	6	8	0	10	7	0	5
"chr18.52367272"	14	0	7	11	6	3	5	23	0	0	16	15	5	4	5	8	10	9	7	6	7	0	11	9	0	5
"chr18.52367276"	12	0	9	10	6	4	5	21	0	5	16	19	5	5	5	7	9	10	7	6	7	0	14	7	0	0
"chr18.52367278"	13	0	8	8	7	3	6	22	0	4	16	18	6	5	0	0	9	10	7	6	7	0	11	7	0	0
"chr18.52367430"	0	5	7	6	13	6	7	15	4	5	6	11	9	0	4	10	12	14	6	4	4	0	5	6	0	0
"chr18.52609175"	10	5	16	15	7	3	10	19	2	10	33	18	14	12	5	39	24	21	7	3	6	12	5	8	0	14
"chr18.52609251"	41	31	51	33	23	24	21	40	13	24	58	78	43	27	20	105	76	74	32	39	39	15	27	39	7	26
"chr18.52609269"	44	40	56	40	20	27	21	45	16	25	56	77	52	44	22	131	75	72	45	42	37	20	35	38	13	32
"chr18.52609285"	38	37	57	37	20	27	17	44	12	23	56	72	55	39	25	118	72	68	55	38	30	20	29	46	27	25
"chr18.52609365"	38	23	32	19	18	7	16	34	10	20	37	58	24	18	8	48	46	51	33	31	31	18	29	36	21	27
"chr18.52609409"	15	4	15	5	10	3	10	17	4	7	11	23	11	9	4	28	13	21	26	8	15	11	9	14	0	7
"chr18.52775325"	4	6	6	1	2	2	4	6	2	5	7	16	9	4	5	4	4	19	7	2	6	3	4	7	0	3
"chr18.52775326"	0	4	8	9	5	2	2	2	1	2	8	12	10	4	3	4	12	12	4	0	0	0	0	0	0	0
"chr18.52775364"	11	12	7	0	5	7	0	13	3	7	19	9	14	13	8	7	11	22	0	0	4	5	0	5	0	0
"chr18.52775407"	8	13	9	0	5	7	6	18	3	8	10	12	10	8	11	7	10	14	5	0	5	7	0	5	0	0
"chr18.52809327"	11	7	14	11	9	6	8	23	8	8	12	14	16	6	8	14	16	27	10	3	7	6	0	12	0	0
"chr18.52809328"	6	13	5	14	3	0	11	7	12	7	9	14	13	4	3	13	14	15	7	0	6	6	0	0	0	0
"chr18.52809469"	22	34	25	28	11	14	18	36	10	22	32	38	59	24	15	48	38	48	11	20	15	10	6	19	7	4
"chr18.52809470"	11	14	22	16	5	2	7	6	6	14	10	15	19	10	13	7	17	25	6	0	3	0	0	3	0	0
"chr18.52809512"	31	43	37	30	11	31	24	36	17	25	33	38	54	24	22	51	57	51	7	18	19	9	6	20	10	10
"chr18.52809540"	34	29	26	22	15	14	26	23	19	28	25	35	42	15	22	32	34	42	9	17	12	6	4	18	8	6
"chr18.52809557"	7	22	20	18	15	8	19	23	20	17	23	32	34	12	5	28	13	14	5	10	8	0	0	11	0	4
"chr18.52809573"	16	8	12	10	7	3	15	16	9	12	14	28	22	8	12	13	13	25	7	8	0	0	0	6	0	4
"chr18.52809597"	9	8	13	7	6	1	6	16	7	8	11	18	12	9	2	13	12	10	8	6	6	0	0	5	0	6
"chr18.53297167"	8	9	9	20	4	9	8	16	5	6	19	8	13	12	8	25	16	5	9	7	12	6	5	3	0	0
"chr18.53297168"	8	11	10	11	8	13	16	21	6	12	20	39	23	18	14	34	21	11	14	8	20	6	7	9	5	6
"chr18.53532339"	131	119	146	134	79	57	59	137	43	79	177	208	191	98	73	283	269	243	91	169	165	115	106	153	56	95
"chr18.53532340"	60	47	60	74	39	41	47	71	30	35	77	87	56	33	19	125	80	55	23	26	21	19	15	31	5	15
"chr18.53532395"	150	155	170	138	97	93	96	164	62	112	209	282	233	115	84	279	325	315	151	173	167	137	108	168	84	144
"chr18.53532396"	77	72	66	82	60	45	54	120	36	60	125	136	98	44	23	191	157	125	32	45	31	28	21	45	25	23
"chr18.53532406"	133	144	155	118	68	65	82	132	61	108	197	246	205	107	69	214	303	282	141	159	139	110	94	154	75	111
"chr18.53532407"	84	72	79	79	60	55	59	110	39	60	118	139	100	47	25	174	167	125	36	46	33	19	19	48	21	18
"chr18.53883260"	17	16	12	23	7	10	7	23	6	17	35	26	15	11	7	69	61	17	0	4	10	0	7	8	0	0
"chr18.53883261"	0	4	0	14	8	4	11	9	0	6	17	13	16	13	0	32	31	10	0	6	6	0	4	7	0	5
"chr18.53883296"	32	26	27	21	10	16	8	34	13	18	65	53	32	19	8	111	100	36	5	7	18	7	7	12	0	6
"chr18.53883297"	16	22	15	24	24	7	15	13	8	17	33	33	39	18	7	52	70	29	7	10	16	7	7	10	0	11
"chr18.53883485"	6	7	9	17	6	11	10	10	0	8	21	7	21	8	4	35	18	12	0	6	4	0	8	5	0	0
"chr18.53883486"	13	15	23	15	22	6	14	21	9	15	26	42	33	15	12	39	53	21	5	12	16	9	4	10	0	6
"chr18.54157826"	5	7	0	13	5	5	9	14	0	10	10	23	17	0	0	9	18	10	7	10	6	0	6	7	5	0
"chr18.54157827"	30	13	28	28	12	16	19	46	4	23	32	39	46	22	24	40	66	54	39	32	31	30	21	33	18	34
"chr18.54157841"	5	5	0	12	0	6	6	15	0	12	9	25	12	0	0	12	22	11	7	11	5	0	5	6	5	0
"chr18.54157842"	36	14	30	28	13	16	25	55	0	27	33	39	46	31	28	42	74	57	41	51	43	35	27	38	26	39
"chr18.54157868"	36	15	25	27	19	16	25	56	6	30	38	55	41	28	28	56	85	61	46	45	58	34	33	43	35	34
"chr18.54157966"	19	7	12	10	8	0	13	16	0	13	17	22	22	5	17	36	34	24	13	17	12	15	12	23	6	12
"chr18.54157975"	16	8	12	13	6	0	13	12	5	13	19	25	14	7	14	23	29	16	13	13	15	12	10	25	0	11
"chr18.54220853"	0	0	13	8	3	4	3	15	5	7	8	4	7	8	0	19	18	8	0	1	5	4	0	7	0	0
"chr18.54220854"	22	18	37	21	10	12	13	30	10	22	39	43	53	35	15	35	51	53	9	16	16	5	13	13	13	8
"chr18.54220885"	0	0	3	3	0	2	0	7	0	4	0	0	0	1	0	11	0	4	0	1	4	1	0	4	0	0
"chr18.54220886"	1	1	10	7	4	2	0	10	4	12	0	3	0	4	1	20	0	18	3	2	4	2	2	4	1	1
"chr18.54220934"	5	5	20	4	9	4	4	11	8	13	13	23	26	20	4	21	27	14	3	8	15	7	4	5	0	3
"chr18.54223774"	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	5	0	2	5	5	8	2	1	1	1
"chr18.54223789"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"chr18.54223790"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	2	0	0
"chr18.54223793"	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	2	0	0	0
"chr18.54223819"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	1	3	0
"chr18.54223849"	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.54223850"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	2	1	0	0
"chr18.54224629"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"chr18.54224633"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"chr18.54224638"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.54224640"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.54224643"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.54224645"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
"chr18.54224647"	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.54224654"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1
"chr18.54224656"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"chr18.54224658"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
"chr18.54224674"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.54224689"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.54224702"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.54224707"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.54224715"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
"chr18.54224722"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"chr18.54224742"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.54224751"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.54224766"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.54224774"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.54224782"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
"chr18.54224792"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"chr18.54224794"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.54224802"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
"chr18.54224816"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"chr18.54224817"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.54224818"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
"chr18.54224819"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.54224820"	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0
"chr18.54224821"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"chr18.54224839"	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"chr18.54224840"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.54224893"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	2	0	0	0	0	0	0
"chr18.54224894"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.54224985"	1	0	0	1	0	2	0	0	0	0	0	2	0	0	0	2	3	2	0	0	0	0	1	0	0	0
"chr18.54224986"	1	1	1	2	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2
"chr18.54225021"	1	2	5	6	1	1	2	3	0	6	1	6	1	3	0	4	4	0	2	4	1	4	0	3	0	0
"chr18.54225022"	2	1	0	2	0	0	0	8	3	1	2	2	1	0	0	2	9	2	1	1	0	4	2	2	0	2
"chr18.54225084"	0	1	3	0	1	0	0	3	0	5	2	0	4	2	0	1	3	0	2	4	0	1	1	1	0	0
"chr18.54225380"	49	65	51	67	32	35	17	64	30	49	55	51	62	81	39	83	153	87	28	26	16	19	27	33	5	10
"chr18.54225381"	20	25	8	19	12	13	11	30	12	14	29	27	15	18	8	30	42	29	9	13	8	5	0	11	0	9
"chr18.54225427"	35	61	48	60	39	46	15	52	31	44	62	60	57	77	25	69	131	99	20	28	21	24	19	30	0	16
"chr18.54225428"	19	21	8	22	15	13	11	30	13	13	28	19	15	18	11	42	39	28	8	11	8	0	7	5	0	11
"chr18.54227996"	54	54	54	27	16	20	20	58	16	35	66	78	44	47	45	81	80	88	27	55	39	26	12	31	18	36
"chr18.54228167"	10	13	14	0	0	0	0	15	12	9	17	16	14	6	11	16	16	10	6	13	14	6	8	24	0	12
"chr18.54266958"	14	11	10	14	6	2	3	12	0	15	16	8	12	10	3	29	29	6	10	22	18	8	14	10	0	5
"chr18.54267001"	26	26	23	27	11	5	12	24	5	25	20	30	27	17	14	38	64	41	17	20	16	16	16	17	7	15
"chr18.54267002"	11	8	13	19	15	7	9	20	7	13	23	8	21	8	6	20	34	10	0	0	6	6	0	7	0	5
"chr18.54267078"	40	35	38	27	11	15	8	30	7	29	29	34	29	24	24	31	62	35	20	25	22	25	16	19	7	18
"chr18.54267079"	18	12	11	24	13	15	6	31	5	17	32	13	22	9	4	37	33	12	6	7	6	8	6	5	0	6
"chr18.54269342"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"chr18.54269343"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0
"chr18.54269348"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.54269349"	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
"chr18.54269359"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"chr18.54269360"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0
"chr18.54269362"	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1
"chr18.54269363"	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
"chr18.54269376"	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"chr18.54269377"	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
"chr18.54269380"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0
"chr18.54269381"	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.54269392"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
"chr18.54269393"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.54269407"	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0
"chr18.54269408"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0
"chr18.54269433"	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
"chr18.54269434"	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0
"chr18.54269439"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"chr18.54269440"	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"chr18.54269445"	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2
"chr18.54269446"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	1	0
"chr18.54269451"	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"chr18.54269452"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"chr18.54269465"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
"chr18.54269466"	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.54269486"	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.54269487"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.54269506"	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.54269507"	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	2	0	0	0	0	0
"chr18.54269512"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
"chr18.54269513"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
"chr18.54269516"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"chr18.54269517"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.54269525"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0
"chr18.54269526"	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.54269530"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0
"chr18.54269531"	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.54269540"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"chr18.54269541"	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	1	0	0
"chr18.54269543"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.54269544"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"chr18.54269569"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
"chr18.54269586"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"chr18.54269589"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.54269592"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.54269595"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0
"chr18.54269598"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"chr18.54269607"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.54269610"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"chr18.54269633"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0
"chr18.54269637"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.54269645"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"chr18.54269657"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"chr18.54269666"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.54269669"	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.54269687"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.54269724"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"chr18.54269728"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"chr18.54269732"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.54269886"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.54269890"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.54269891"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.54269904"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"chr18.54269905"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.54269907"	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0
"chr18.54269908"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.54269928"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.54269929"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.54269938"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.54269939"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.54269958"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0
"chr18.54269959"	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.54269961"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
"chr18.54269962"	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
"chr18.54270016"	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	2	3	0	0	0	0	0	0	0
"chr18.54270017"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	1	0
"chr18.54270041"	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	0	0	0
"chr18.54270042"	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.54270083"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	3	1	0	0	0	0
"chr18.54270084"	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0
"chr18.54270095"	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.54270096"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	1	0	0	1	0
"chr18.54270106"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0
"chr18.54270107"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"chr18.54270112"	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	2	0
"chr18.54270113"	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0
"chr18.54270149"	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"chr18.54270150"	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	1	2	1	0
"chr18.54270180"	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
"chr18.54270181"	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.54272394"	17	20	21	15	10	14	8	22	0	10	16	31	36	17	8	33	23	32	20	22	17	9	10	13	8	12
